college_code	course_college_code	course_dept	course_no	course_title	credit_hours	description	source_course_key	source_files
COAS	COAS	CSEN	306	System Analysis and Design	3	Systems analysis and design is a crucial discipline in the field of information technology that focuses on creating efficient and effective information systems to meet organizational needs. This course provides students with the knowledge and skills required to analyze, design, implement, and evaluate information systems. Topics include determining business requirements, documenting organizational processes, analyzing information flows, and reengineering/designing information systems.	CSEN306	cas_curriculum_2025.org;cet_curriculum_2024.org
COET	COET	CSEN	307	Computer Organization	3	This course seeks to lay bare the components of a computer, explain their individual functions, show the interconnectivity in creating a system. The course also takes into account the behavior of a computer from the stand point an engineer and as seen by the user. The course also illustrates how the computer gets power procedurally leading to a fully functional system. It encompasses the Organization and Architecture with emphases on the study of the internal working of a computer.	CSEN307	cet_curriculum_2024.org
COET	COET	CSEN	308	Data Management System	3	This provides the student with a comprehensive introduction to the design of databases and the use of database management systems for applications. It covers the relational model, relational algebra, and SQL, the standard language for creating, querying, and modifying relational and object-relational databases. Students will learn about XML data, including the XML languages XPath, XQuery, and XSLT. The UML approach to database design will be covered, as well as rational design principles based on functional dependencies and normal forms. Other issues important to database designers and users, such as indexes, views, transactions, authorization, integrity constraints, and triggers will be covered.	CSEN308	cet_curriculum_2024.org
COET	COET	CSEN	309	Computer Professional Ethics	3	This course provides the interaction between law, policy, and technology as they relate to the evolving controversies over control of the Internet. In addition, there will be an in -- depth treatment of privacy and the notion of transparency, regulations and technologies that govern the use of information, as well as access to information. The course will focus mainly in legal and regulation over the Internet, law and electronic surveillance, profiling, data mining, policy aware web, and different technologies for anonymity and transparency.	CSEN309	cet_curriculum_2024.org
COET	COET	CSEN	310	Web Programming and Development	3	This course will provide the students a fundamental in web programming and development that includes Internet and World Wide Web Concepts, development of websites and webpages, dynamic and interactive web-based capabilities development, client-side technologies including the privacy and security concerns in the Internet. In addition, it will also include a basic server-side technologies concept but will mainly focus on web programming with the use of modern tools and languages in web development.	CSEN310	cet_curriculum_2024.org
COET	COET	CSEN	312	Algorithm Analysis and Design	3	This course will teach the students about different techniques for the design and analysis of efficient algorithms, emphasizing methods useful in practice. It includes sorting techniques such as search trees, heaps, and hashing; divide -- and -- conquer; dynamic programming, greedy algorithms; amortized analysis; graph algorithms; and shortest paths. In addition, it also includes advanced topics such as network flow, computational geometry, number -- theoretic algorithms, polynomial and matrix calculations, caching, and parallel computing.	CSEN312	cet_curriculum_2024.org
COET	COET	CSEN	400	Internship	0	which students will be placed in engineering industries for exposure to engineering workplace and field experiences. Students will be introduced to managerial and standard operation procedures, engineering standards and codes of operations. Interns will be expected to work along with professional Engineers on sites and understand hands-on procedures and other significant details in the day-to-day responsibility of engineers. Interns will be expected to prepare and present reports on their experiences from the industry.	CSEN400	cet_curriculum_2024.org
COAS	COAS	CSEN	401	Introduction to Artificial Intelligence	3	The course “Introduction to Artificial Intelligence” provides students with a foundational understanding of the principles, techniques, and applications of artificial intelligence (AI). Students will explore the history of AI, its key concepts, and various approaches used in AI systems. The course covers topics such as machine learning, neural networks, natural language processing, computer vision, and robotics. Through lectures, hands-on projects, and case studies, students will gain practical experience in implementing AI algorithms and developing AI applications. Additionally, ethical considerations and societal impacts of AI will be discussed to help students understand the broader implications of AI technology.	CSEN401	cas_curriculum_2025.org;cet_curriculum_2024.org
COET	COET	CSEN	402	Multimedia and its Application	3	This course introduces students to the concepts, issues, design, implementation, standard applications of multimedia and current technologies of multimedia systems. The course explains the technologies underlying digital images, videos and audio content. This includes various compression techniques, standards, and the issues to deliver multimedia content over the Internet. Issues such as the effective representation, processing, and retrieval of multimedia data must be addressed.	CSEN402	cet_curriculum_2024.org
COET	COET	CSEN	403	Introduction to Blockchain Technology	3	The course will recap on the knowledge from introduction to databases, and expand on the building of database by introduction new futures. Such futures must include the techniques in recording information, storing it, making it very difficult if not impossible to make unauthorized changes, or cheat let alone hack in said record system. The course must finally deal with the technology cryptography.	CSEN403	cet_curriculum_2024.org
COAS	COAS	CSEN	404	Introduction to Python Programming	3	The “Introduction to Python Programming” course is designed to provide students with a foundational understanding of programming using the Python language. The course covers core programming concepts such as data structures, conditionals, loops, variables, and functions. Students will learn how to write fully-functional Python programs by utilizing commonly used data structures, creating custom functions, and performing file input/output operations. The course includes hands-on coding exercises to reinforce learning and practical application of the concepts taught.	CSEN404	cas_curriculum_2025.org;cet_curriculum_2024.org
COET	COET	CSEN	405	Cloud Computing	3	This course provides the students an overview of cloud computing and its concepts. It also provides broad knowledge or virtualization, distributed computing, utility computing, networking, cloud computing latest technologies and the security issues involve in using this technology, the course includes the different cloud computing security techniques that are used today in mitigating and avoiding the risks associated with these technologies.	CSEN405	cet_curriculum_2024.org
COET	COET	CSEN	406	Digital Computer Circuit	3	The course will cover topics such as network theorems to Alternating Current (AC) Networks: network topology. Graph or network. Trees: node voltage and current equations. Two port networks: interconnection of networks, application of interconnection rules, loaded two ports, reciprocity and symmetry. Multiport networks: network equations. n-terminal networks. Two port devices: the gyrator. Laboratory work I: circuit practice, electromagnetism and the magnetic circuit, circuit laws and bridge circuits. Thermionic Emission, Semiconductor Device, Junction Transistor Fabrication	CSEN406	cet_curriculum_2024.org
COET	COET	CSEN	407	Rational Database Management system	3	This course will provides the students an advanced topic in databases such as the Entity Relational (E-R) model, the three database models, representation and evaluation of relationship, relational database model, functional dependencies, multi-valued and joint dependency, normalization theory, concurrency control in relational databases, object-oriented data models, database language Structured Query Language (SQL), constraints and triggers in Structured Query Language (SQL), system aspects of Structured Query Language (SQL), Object-oriented query languages and Extensible Markup Language (XML) databases.	CSEN407	cet_curriculum_2024.org
COET	COET	CSEN	408	Computer Security	3	This course covers the fundamentals of computer network programming, client-server programming, concepts of computer network programming including the RPC procedure call, Common Object Request Broker Architecture (CORBA), multicasts, and broadcasts, overview of computer network theory and practice from a systems perspective: network infrastructure, local area network (LAN) protocols, wide area network (WAN) protocols, switching technologies, Internet Protocol (IP), Transmission Control Protocol (TCP), network security, and network configuration, design, and performance, Element of information security, security issues and control, and cryptography methods of information security.	CSEN408	cet_curriculum_2024.org
COET	COET	CSEN	409	Embedded System Design	3	Introduction to embedded systems hardware needs. Interrupts basics Interrupt Service Routines (ISR). Survey of software architectures. Inter task communication. Message queue, mailboxes and pipes. Timer functions. Events interrupt routines in a Real-Time Operating Systems (RTOS) environment. Embedded system software design using a Real-Time Operating Systems (RTOS) hard real-time and soft real-time system principles, Task division, need of interrupt routines, shared data. Embedded software development tools. Debugging techniques.	CSEN409	cet_curriculum_2024.org
COET	COET	CSEN	411	Data Communication and Networking, I	3	This course will provides a knowledge and skills to students about hardware and software required to be able to communicate over a network, mathematical skills such as number systems, application and meaning of bandwidth, comparison of OSI model and TCP/IP model, properties and standards associated with copper and optical media used in networks, installation of simple wireless LAN, different topologies and physical issues associated with cabling common LANs. In addition, it will also cover the fundamentals of Ethernet media access, collision detection, concepts of switching, comparison of collision and broadcast domains, IP addressing, packet switching, and routing protocols.	CSEN411	cet_curriculum_2024.org
COET	COET	CSEN	412	Data Communication and Networking II	3	The course will cover WAN configurations and technologies, internal and external component of a router, proper connections of router fast Ethernet, serial WAN, and console ports, router configurations, and management of system image and device configuration files. In addition, it also includes topics such as static and default routes, characteristics of routing protocols, distance vector routing protocols, ICMP operations, and IOS software.	CSEN412	cet_curriculum_2024.org
COET	COET	CSEN	501	Digital Hardware Design	3	The course will give an overview and concepts about logical systems design; arithmetic units; conventional and micro-programmed control; stores; input/output devices and programming, memory organization. pipeline and vector processing, multiprocessors; bus structures; cases studies in computer architecture ,combinational circuit design using Medium Scale Integration/Large Scale Integration (MSI/LSI) and programmable logic modules, iterative and tree networks, sequential circuit design and implementation, algorithmic state machine design, asynchronous and pulse mode circuit design, hardware description language and synthesis, Micro- program control design, testing of digital systems and introduction to hardware-software co-design.	CSEN501	cet_curriculum_2024.org
COET	COET	CSEN	502	CSEN Seminar	1	This course introduces students to the analysis and evaluation of new solutions for gaps found in existing knowledge and engineering solutions. It also promotes the need to realize ideals through physical designs, simulations and real engineering application, considering internal standards, and others engineering codes and regulations. This course helps students fulfil the requirement of csen505.	CSEN502	cet_curriculum_2024.org
COET	COET	CSEN	503	Mobile Computing	3	This course covers state-of-the-art topics in mobile computing. The course introduces students to the fundamentals of mobile computing, how mobile computing works, what mobile computing involves, and the different applications that mobile computing offers. The course also involves mobile communication, mobile hardware, and mobile software. Communication issues such as ad hoc networks and infrastructure networks as well as communication properties and protocols will be addressed. The course emphasis on the major technologies that support mobile computing, and the basic understanding of the role mobile computing plays in our day to day activities.	CSEN503	cet_curriculum_2024.org
COET	COET	CSEN	504	Compiler Design	3	The course will introduce topics such as compilers and translators, lexical and syntactic analysis: top-down and bottom up parsing techniques, internal form of source programs, semantic analysis, symbol tables, error detection and recovery, code generation and optimization, type checking and static analysis, Algorithms and implementation techniques for type-checking code generation and optimization. In addition, students will design and implement translators, static analysis, type-checking and optimization.	CSEN504	cet_curriculum_2024.org
COET	COET	CSEN	505	Senior System Design project I	4	This course will allow and gives time to student to develop their system design project. System and documentation are included in this course and it is recommended to have a grouping on the projects. Each group needs to present their finished system design project including its documentation and be ready and prepared for the defense before a group of panelists. In addition, each group is required to choose their adviser.	CSEN505	cet_curriculum_2024.org
COED	COED	ECED	201	Introduction to Early Childhood Education and Development	3	This course is an introductory level course designed to introduce teacher-aspirants to the philosophical foundations of early learning; the Liberian early childhood development and education context, including relevant Ministry of Education Liberia frameworks, policies, and recommended practices; inclusive early childhood learning environments; and play-based approaches to learning.	ECED201	ced_curriculum_2025.org
COED	COED	ECED	202	Content-Specific Methods for Early Childhood Math	3	This course focuses on the content and process of mathematics instruction in the early childhood grades including mathematics teaching principles, mathematical tools, and assessment of student progress within the content learning trajectories of Quantity and Accelerated Mathematics Plan (amp); Number Recognition; Counting; Comparing, Ordering and Estimating; Adding and Subtracting; Composition, Decomposition, Place Value and Multi-Digit Arithmetic; Spatial Thinking; Shapes; and Measurement.	ECED202	ced_curriculum_2025.org
COED	COED	ECED	203	Children's Literature	3	This course emphasizes on inclusion, diversity, and representational literature for the Liberian student population served. The course is designed to enrich students' knowledge so that they can be able to respond to literature topics personally. That is, they will be very judgmental in analyzing any piece of literary work. That includes prose, poetry, and drama. The course is delivered using a combination of instructional approaches including lecture, assigned readings, class discussion, small-group inquiry, cooperative learning, peer teaching, and analytical and reflective writing.	ECED203	ced_curriculum_2025.org
COED	COED	ECED	204	Speech, Language, and Learning	3	This course presents current theory and research on speech development, language acquisition, and language learning that should guide speaking and listening activities in the early childhood classroom, with an emphasis on the five components of language. Issues of equity related to multilingual students and students with disabilities are also addressed.	ECED204	ced_curriculum_2025.org
COED	COED	ECED	205	Practicum in Early Childhood Education I	1	This course is a practical experience in an early childhood educational setting that includes working directly with young children; emphasis is on Liberia's national teacher standards, early learning standards, and programmatic planning for ages 3 to 6.	ECED205	ced_curriculum_2025.org
COED	COED	ECED	206	Natural and Life Sciences in Early Childhood Education	3	This course covers methods and materials for effectively teaching natural and life sciences in the early childhood grades including evidence-based practices for teaching basic science concepts and the importance of inquiry-based approaches in the teaching of nature and living systems. This includes hands-on exploration and application of Liberia National Early Childhood Development (ECD) natural and life sciences curriculum.	ECED206	ced_curriculum_2025.org
COED	COED	ECED	208	Practicum in Early Childhood Education II	1	This course is a practical experience in an early childhood educational setting that includes working directly with young children; emphasis is on Liberia's national teacher standards, early learning standards, and programmatic planning for ages 3 to 6.	ECED208	ced_curriculum_2025.org
COED	COED	ECED	301	Social Sciences in Early Childhood Education	3	This course introduces the students to the basic knowledge of the Social Sciences which includes sociology, anthropology, political science, history, economics, demography, and geography. It enhances students' awareness of the current social, political, and economic affairs of their society and aims to expose students to the basic concepts of scientific methods. The Liberian early childhood curriculum on social sciences will be explored.	ECED301	ced_curriculum_2025.org
COED	COED	ECED	302	Advanced Practices and Processes for Teaching Early Childhood Math	3	This course covers pedagogical issues and perspectives of teaching culturally relevant and inclusive mathematics in the early childhood grades through research-based practices and the processes of Problem Solving, Communication, Connections, Reasoning and Proof, and Representation.	ECED302	ced_curriculum_2025.org
COED	COED	ECED	401	Literacy-Focused Practicum	3	This practicum offers hands-on experiences in applying literacy instruction strategies in real-time early childhood school settings. Teacher-aspirants will design, implement, and evaluate literacy-focused lessons, emphasizing reading, writing, and communication skills. Guided by mentorship and reflective practices, students will address diverse children's needs and explore evidence-based approaches to literacy development. The Liberian early childhood curriculum aspects focusing on literacy will be examined carefully.	ECED401	ced_curriculum_2025.org
COED	COED	ECED	402	Seminar in Early Childhood Education	1	This advanced seminar explores current research, trends, and issues in early childhood education. Teacher-aspirants will engage in in-depth discussions, critical analysis, and collaborative problem-solving related to topics such as ethical behavior, creative teaching, curriculum design, portfolio development, family engagement, the Liberian Teacher code of conduct and other policy implications. The course emphasizes reflective practice and the application of theory to real-world challenges. This seminar fosters leadership, innovation, and a deeper understanding of best practices in the field of early childhood education.	ECED402	ced_curriculum_2025.org
COED	COED	ECED	403	Early Childhood Teaching Methods	3	This course is designed to expose students to experiential-inquiry-concept-based teaching and learning that reflects current approaches to learning in early childhood school settings. It will explore various methods, skills, and strategies such as Montessori, High Scope and other evidence--based approaches used in teaching and learning in early years. The course emphasizes an integrated approach to the Liberian early childhood curriculum as it relates to contents and pedagogy. Furthermore, students will examine the Liberia early childhood thematic curriculum and be able to access locally available materials to enhance teaching in the classroom. Fieldwork required.	ECED403	ced_curriculum_2025.org
COED	COED	ECED	404	Internship - Teaching in Early Childhood School Settings	6	This course provides a supervised, hands-on teaching experience in early childhood school settings. Teacher-aspirants will apply theoretical knowledge to practice by planning, delivering, assessing developmentally appropriate lessons for young children in preschool and holistically implementing the Liberian early childhood curriculum. Emphasis is placed on creating impactful contents, classroom management, fostering inclusive learning environments, building professional relationships with children and their families, as well as colleagues and communities. Regular reflection, mentorship, and feedback will support the development of teaching skills and professional growth.	ECED404	ced_curriculum_2025.org
COBA	COBA	ECON	102	Principles of Economics I	3	Econ 102, principle of Economics, is an introductory course in Microeconomic. It studies the individual unit of the economy, such as the theory of the consumer and that of the firm. It also treats in its subject matter the determination of price in a free market economy, the principle of supply and demand analysis. It further discusses concepts in economics such as scarcity, choice, opportunity cost and the basic problem of resource allocation are reviewed along with the concepts of demand, supply, and equilibrium price. The study of the firm, market structure and types of business organization are introduced.	ECON102	cba_curriculum_2025.org
COBA	COBA	ECON	202	Principles of Economics II	3	This course introduces the students to the study of national economy. Major topics include the nature and scope of macroeconomics, public vs. private sectors, the circular flow of income and expenditure, national income accounting and the uses of national income and output statistics. The concepts of unemployment, inflation, taxation, macroeconomic policy, money, banking, international trade and public finance are explored.	ECON202	cba_curriculum_2025.org
COBA	COBA	ECON	203	Quantitative Techniques for Business and Economics	3	This course introduces the students to the use and appreciation of mathematical techniques for business and economic analysis. Topics include overview of the nature and scope of mathematics in business and economics analysis, mathematical symbols, limits, continuity, techniques and functions of several variables; derivative and the derivation of marginal concepts, growth rates and elasticity. The course also treats maximization, minimization and constrained optimization problems. Simple techniques of integration and its application to business and economics are discussed alongside matrix algebra.	ECON203	cba_curriculum_2025.org
COBA	COBA	ECON	204	Quantitative Techniques for Business and Economics	3	The principal aim of this course is to introduce students to how mathematics can be used to sharpen and clarify business and economic analysis. By the end of the course, successful students will be comfortable with the basic mathematical methods, which are indispensable for a proper understanding of business and economics, and will have some facility at tackling economic problems using a mathematical frame work. Students with knowledge in simple calculus will find the course manageable, interesting and challenging, as well as helpful in understanding other Economics, Business and Finance courses. Topics include concept of limit, differentiation by first principle and rules of differentiation, partial and implicit differentiation, higher order differentiation. Optimizing mathematical functions, increasing and decreasing functions and prove of concavity and convexity. It also introduces Multivariable functions and applications. Economic Application of Graphs and Equations, use of Derivative in Economics, Calculus of multivariable functions in Economics, Determinants and Matrices and their use in Economics and Comparative Static and concave programming.	ECON204	cba_curriculum_2025.org
COBA	COBA	ECON	301	Intermediate Microeconomic Analysis I	3	The course focuses on price and allocation theory with emphasis on the techniques and methods of analysis. Principles of optimization, the theory of consumer behavior, and the firm and factor market are analyzed.	ECON301	cba_curriculum_2025.org
COBA	COBA	ECON	302	Intermediate Microeconomic Analysis II	3	In continuation of econ301, the course starts with production and cost theory and continues with the analysis of market structure and price in terms of equilibrium of the business firm and consumer demand in markets of varying degrees of competition. Programming and activity analysis, welfare economics and general equilibrium analysis are also explored.	ECON302	cba_curriculum_2025.org
COBA	COBA	ECON	303	Intermediate Macroeconomic Analysis I	3	This course deals with the concepts of economic model, national income and basic model of income determination with extension from simple closed economy to four-sector economy model. The theories of consumption such as absolute income hypothesis, relative income hypothesis, permanent income hypothesis and the life cycle income hypothesis; theories of investment and the concepts of multiplier and accelerator are studied alongside the labor market, money and prices.	ECON303	cba_curriculum_2025.org
COBA	COBA	ECON	304	Intermediate Macroeconomic Analysis II	3	The course explores deeper understanding of the money and product markets using the IS-LM framework. It also discusses fiscal and monetary policy frameworks and extends to the Keynesian vs. monetarist views on unemployment and inflation. The foreign sector and the international monetary system are also highlighted.	ECON304	cba_curriculum_2025.org
COBA	COBA	ECON	307	Mathematics for Economists	3	The course deepens the students understanding and application of mathematical techniques in economic analysis. Topics include comparative statics and dynamics, utility functions, price discrimination, and indifference curves application. It continues with constrained optimization, utility maximizations and minimization, differential, integral and optimization techniques as well as matrices with their respective applications in economics.	ECON307	cba_curriculum_2025.org
COBA	COBA	ECON	308	Research Methodology	3	This course introduces the students to the importance and process of academic research. Major topics to be covered include the nature and importance of research, application of the principles of science to social phenomena, the problems of research in West Africa, and the research process as well as essential parts of a research paper.	ECON308	cba_curriculum_2025.org
COBA	COBA	ECON	312	Survey of the Liberian Economy	3	The course is an empirical socio-economic analysis of the features and problems of the Liberian economy, covering such aspects as population, national account, internal trade, external trade and payments, public finance, banking, prices, agriculture, mining, industry, transport and communication. A study of the evolution, formulation and implementation of development plans of Liberia, regional cooperation, a general comparison of the features and problems of Liberia with those of other West African countries are explored.	ECON312	cba_curriculum_2025.org
COBA	COBA	ECON	313	Statistics for Business and Economics I	3	This course introduces students to statistical techniques employed in business and economic research. Topics include the definition, types and uses of statistics. The distinctions between descriptive and analytical statistics are highlighted. The process of collecting statistical data for business and economic research and analysis; census, population and sample, pilot surveys, questionnaires, and secondary sources of data. It continues with frequency distribution and diagrammatic representation of statistical data, measures of central tendency and measures of dispersion, regression and correlation and index numbers.	ECON313	cba_curriculum_2025.org
COBA	COBA	ECON	314	Statistics for Business and Economics II	3	The course is a continuation of econ313. It covers the following topics: The use of probability theory in business and economics research, construction of statistical models for business and economic research, especially the use of statistical tools and techniques such as sample designs and sampling distributions, point and interval estimation, confidence interval, hypothesis testing, chi-square tests of independence, analysis of variance, and the use of extrapolating methods such as moving average and exponential smoothing (time series).	ECON314	cba_curriculum_2025.org
COBA	COBA	ECON	401	Public Finance	3	This course focuses on government revenues and expenditure. Topics include principles of taxation, incidence of taxation, budget and government accounting, government debt management, and government revenue and expenditure of developing economies.	ECON401	cba_curriculum_2025.org
COBA	COBA	ECON	402	Managerial Economics	3		ECON402	
COBA	COBA	ECON	404	Managerial Economics	3	This course applies microeconomic analysis to specific business decisions. Emphasis is on managerial decision-making upon the basis of comparisons of worth of alternative courses of action with respect to their cost; tools for decision-making; elements of financial accounting; capital budgeting; economics of production; inventory management; application of classical optimization techniques of profit maximization; linear programming and project evaluation, exchange; social and private costs and benefits; theory of distribution of wages, rent, profits and interest; matrix applications in the IS-LM framework, welfare function and Pareto optimum.	ECON404	cba_curriculum_2025.org
COBA	COBA	ECON	405	Development Economics	3	The course explores economic growth theories such as Harrod-Domar, Solow and the neo-classical growth models etc. It covers problems and policies of domestic development, problems and policies of underdeveloped and developed countries as well as third world emerging economies. Studies are varying: Methods for growth, population, pollution, control problems, United Nations agencies of assistance and foreign aid. This section looks at principles and concepts of development with interest in theories of development; diverse economic structures and common characteristics of developing nations; economic growth and development models.	ECON405	cba_curriculum_2025.org
COBA	COBA	ECON	407	Mathematical Economics	3	An introduction to the analytical and quantitative methods used in economics. Alternative forecasting methodologies for economic time series are analyzed and discussed. The ordinary least-square techniques and the assumptions underlying it are developed. Methods designed to detect and correct for the violation of these assumptions are examined the foci of the course are: (1) the development of time-series (ARIMA) models and their application to forecasting, (2) the use of standard econometric models for forecasting, and (3) evaluation and comparison of these methods and the conditions under which each is the appropriate methodology. Special emphasis is given to the practical application of the procedures discussed through the use of computer exercises.	ECON407	cba_curriculum_2025.org
COBA	COBA	ECON	408	Econometrics and Time Series	3	An introduction to the analytical and quantitative methods used in economics. Alternative forecasting methodologies for economic time series are analyzed and discussed. The ordinary least-square techniques and the assumptions underlying it are developed. Methods designed to detect and correct for the violation of these assumptions are examined. The foci of the course are: (1) the development of time-series (ARIMA = autoregressive integrated moving average) models and their application to forecasting, (2) the use of standard econometric models for forecasting, and (3) evaluation and comparison of these methods and the conditions under which each is the appropriate methodology. Special emphasis is given to the practical application of the procedures discussed through the use of computer exercises.	ECON408	cba_curriculum_2025.org
COBA	COBA	ECON	411	Monetary Economics	3	The course defines monetary policy, its objectives and techniques at the disposal of government for its implementation. Theories of demand for money by classical and Keynesian schools, Baumol's inventory theoretical approaches to money, Friedman reformation or restatement of quantity theory of money (QTM), the wealth theory, theories of the rate of interest, and role of money in the Macroeconomic model are extensively discussed. Conflicts, trade-offs and monetary coordination, the IS-LM framework and the effectiveness of monetary policy in economic stabilization; international adjustment and liquidity, and monetary policy in Liberia are highlighted.	ECON411	cba_curriculum_2025.org
COBA	COBA	ECON	412	Industrial Economics	3	The course highlights what industrial economics is all about. The nature of the firm, ownership and control problem, theories of the firm- marginalist, behavioral and managerial; perfect competition, monopoly, oligopoly, monopolistic competition, company finance; investment theory, research and development; advertising; performance. The course explores the dimensions and determinant of market structure; concentration, merger and acquisition; integration, economies of scale; condition of entry; market power warfare, pricing and business practices. Others are public policy and regulation, industrial development structure and policy in Liberia -a sample of industry study.	ECON412	cba_curriculum_2025.org
COED	COED	EDEN	201	Linguistics for Teachers	3	This course is a linguistic-based course which emphasizes creative reading, correct, clear and eﬀective writing and speaking skills. The course further assists student-teachers in phonetic instruction, phonetic awareness (phonemes, graphemes and morphemes) and phonics in a chronological order.	EDEN201	ced_curriculum_2025.org
COED	COED	EDEN	202	Introduction to Literature	3	The course is divided into two: Part One covers the fundamentals of literature and literary genres. The focus is on defining literary terms, types/genres, the use of language and the devices of language, plot, setting, narrative techniques, character and characterization. Part Two examines each of the genres, poetry, prose and drama. In general, the course studies at least one classic from Shakespeare. The course also focuses on each genre of Literature by examining relevant African and non-African works of art.	EDEN202	ced_curriculum_2025.org
COED	COED	EDEN	203	Phonetics and Stress	3	"This course will delve into the study of how speech sounds are produced by the human vocal organs, with a particular focus on the concept of ""stress,"" which refers to the emphasis placed on specific syllables within a word or utterance, allowing students to learn how to identify and produce different stress patterns in various languages, often utilizing the International Phonetic Alphabet (IPA) for transcription and analysis. Key aspects covered in the course include: basic phonetics, phonology, phonemes, IPA transcription, stress, types of stress, stress patterns, and stress in connected speech, stress in different languages, and practical applications to improve intonation and pronunciation."	EDEN203	ced_curriculum_2025.org
COED	COED	EDEN	204	Introduction to Creative Writing and Short Story (Prose)	3	This course offers students interested in creative writing the opportunity to develop their interest and acquire more knowledge and skill in the art of literary writing. The course will be taught through the creative discussion of the elements of literary writing, especially in terms of their roles and uses in the artistic ordering of thought and experience, and in terms of their relevance to the African experience.	EDEN204	ced_curriculum_2025.org
COED	COED	EDEN	205	Survey of African Literature	3	This course is a critical study of the contributions made by African writers and writers of African descent. It is designed to develop a sensitive and comprehensive response to African Literature and to train alert and critical readers. Emphasis is placed on the tale, folklore, short stories, the poetry, the novel and drama as they contributed to the development of society. Special eﬀort is made to introduce works of Liberian authors. It is hoped that the students will be encouraged to try their own hands at creative writing. A large selection of African novels will be required for background reading. Selections by authors of Black Africa or African novels will be required for background reading. Selections by authors of Black Africa or African South of the Sahara will be read.	EDEN205	ced_curriculum_2025.org
COED	COED	EDEN	206	Discourse Analysis	3	This course examines how language is used in real-world contexts by analyzing spoken and written communication beyond the sentence level to understand how meaning is constructed through social, cultural, and situational factors. Students engage different theoretical approaches and methods for analyzing discourse data and interpreting significance within specific contexts, including practical work with authentic language samples. Core topics include language in use, major discourse-analysis frameworks, analysis of spoken and written discourse, data collection and analysis, discourse features such as coherence, cohesion, speech acts, conversational structure and genre, transcription techniques, power and social context, and ethical considerations in discourse analysis.	EDEN206	ced_curriculum_2025.org
COED	COED	EDEN	301	Literary Genres, Classification, Forms, Conventions and Techniques	3	This is an intensive and extensive course focusing on the genres of literature, basically their forms, conventions and techniques. It studies a variety of English and African poems to introduce students to the major poetic forms, conventions and techniques -- didactic, courtly, heroic, mockheroic, pastoral elegy, lyric, ballad, ode, sonnet, dramatic monologue, narrative poetry, confessional poetry, imagery, symbolism etc. It also attempts a survey of the classiﬁcations and techniques of the novel, considering the conventions, advantages and disadvantages of each form. Types of narration: ﬁrst person, epistolary, stream of consciousness, omniscient narrative, untrustworthy narrator, historic, allegory, hero, anti-hero shall be examined. The drama genre focuses on classical tragedy, modern heroic tragedy, morality play, farce, history play, romantic comedy of manners, social criticism, Marxist drama, theatre of the absurd, poetic drama, inﬂuences of sage type of audience and the use of mythology in drama.	EDEN301	ced_curriculum_2025.org
COED	COED	EDEN	302	Sociolinguistics	3	This course on sociolinguistics focuses on history, ideologies, methodology, concepts and application of sociolinguistics. It considers the relationship between language and society with a focus on the attitude toward language varieties and social dialects. For example, the geographic, social and functional varieties of English as well as other language varieties in the Liberian context and how such variations construct and are in turn constructed by identity and culture will be explored. We will therefore consider some of the educational, political, and social repercussions of these sociolinguistics facts. The course also offers an opportunity to focus on key principles of second language learning. Individual differences in second language learning (general learning ability, phonetic coding ability, grammatical sensitivity, inductive learning ability, associative memory), Grammatical competence and communicative competence in second language learners -- the learner's inter-language and its description. *NB:* Students will be required to read extensively on sociolinguistics, do personal research on concept, theories, and sociolinguistic situations in Liberia and other countries, and make group or individual presentations in class	EDEN302	ced_curriculum_2025.org
COED	COED	EDEN	303	World Literature	3	Same course as engl405...	EDEN303	ced_curriculum_2025.org
COED	COED	EDEN	304	Elements of English Language (Lexis, Semantics, Syntax, and Pragmatics)	3	The course emphasizes the different types of English grammatical structures and their usage including the advance phonetic learning. It exposes learners to the different types of phrases and their syntactic functions (i.e. the noun phrase, the verb phrase, adverb phrase, the adjectival phrase, the prepositional phrase). Sentence type and their communicative functions, (i.e. declarative, interrogative, imperative and exclamatory sentences with functions such as statements, questions, requests, directives, apologies, wishes, invitations, offers etc.). Simple, compound and complex sentences.	EDEN304	ced_curriculum_2025.org
COED	COED	EDEN	305	Introduction to English Morphology	3	The course emphasizes a detailed study of word-formation process and the internal structure of words in English. Words and morphemes, inﬂectional morphology (including the identiﬁcation of lexical and grammatical categories). Word-formation process in English derivation, compounding invention, echoism, clipping, acronym, branding and back-formation.	EDEN305	ced_curriculum_2025.org
COED	COED	EDEN	306	Introduction to Poetry Writing	3	Introduction to Poetry is a one-semester course of three credit units. It is designed for English Language students and others in related departments who are required to take language and literature courses as electives. The course has fifteen units which cover almost all the introductory information a student would need to understand in poetry as a genre of literature. This requisite information includes: the nature of poetry as literature, definitions, uses, elements, techniques and devices of poetry and, finally, how to criticize, appreciate, and compose a poem.	EDEN306	ced_curriculum_2025.org
COED	COED	EDEN	307	Survey of English and American Literature	3	The course deals with American Literature from its origin in the puritan culture of New English to contemporary American ear. The sequence of topics is as follows; the puritan mind, 18th-century Rationalism and the American Revolution, American Romanticism, the Genteel Tradition; the emergence of modern American Literature following the Civil war, the Authentic American Voice of Western Realism of the 19th Century and Recent Trends in Fiction and poetry.	EDEN307	ced_curriculum_2025.org
